material_id,Name,A_site,B_site,X_site,Spacegroup,Ehull,Energy,density_MP
mp-20129,BaTbO3,Ba,Tb,O,Pnma,0.0908034197500083,-34.95616077,6.55240291489754
mp-5735,BaTbO3,Ba,Tb,O,Imma,0.0917668097500082,-34.95508203,6.55273421641723
mp-2929,BaTbO3,Ba,Tb,O,Pm-3m,0.120442663750008,-34.77456857,6.51587752247694
mp-2939,BaTbO3,Ba,Tb,O,I4/mcm,0.0973972847500075,-34.93188123,6.57324480083313
mp-1182811,BaTbO3,Ba,Tb,O,P-1,0.106176998750009,-34.678393065,6.4830272279139
mp-555174,BaTcO3,Ba,Tc,O,P6_3/mmc,0,-37.4338998283333,6.7611470027934
mp-1189614,BaThO3,Ba,Th,O,Pnma,0,-40.9879626775,7.43052937371224
mp-8037,BaThO3,Ba,Th,O,Pm-3m,0.0834060900000004,-40.57094862,7.1196249305164
mp-558125,BaTiO3,Ba,Ti,O,C222_1,0.00330519799999962,-40.0397527016666,5.6158246720002
mp-5933,BaTiO3,Ba,Ti,O,P6_3/mmc,0.00840294566666522,-40.0156484416667,5.68150933419111
mp-1076932,BaTiO3,Ba,Ti,O,Amm2,0.979015368000001,-35.13095492,3.07672232710474
mp-2998,BaTiO3,Ba,Ti,O,Pm-3m,0.0147385900000003,-39.98498769,5.8917486383211
mp-5020,BaTiO3,Ba,Ti,O,R3m,0,-40.05551111,5.71357618647438
mp-19990,BaTiO3,Ba,Ti,O,P4/mmm,1.807418874,-30.9626211,4.54680168550407
mp-5986,BaTiO3,Ba,Ti,O,P4mm,0.00320737600000065,-40.04097418,5.73532213485692
mp-995191,BaTiO3,Ba,Ti,O,Amm2,1.806614552,-30.97683438,4.53115207512561
mp-644497,BaTiO3,Ba,Ti,O,Amm2,0.714231608,-36.37527456,3.60565720487417
mp-5777,BaTiO3,Ba,Ti,O,Amm2,0.000473180000000184,-40.05339267,5.71337633980142
mp-504715,BaTiO3,Ba,Ti,O,Pm-3m,3.077451098,-24.85490782,3.8533983160978
mp-7073,BaTiS3,Ba,Ti,S,P6_3/mmc,0.00623059700000006,-30.449998815,3.98346038146212
mp-1079893,BaTiSe3,Ba,Ti,Se,P6_3/mmc,0,-27.71517006,5.25868477065092
mp-1183393,BaTlO3,Ba,Tl,O,Pm-3m,0.119237046250004,-25.58096972,7.8604724319635
mp-1183394,BaTmO3,Ba,Tm,O,Pm-3m,0.0724718132500035,-35.1623743,7.02904326056043
mp-1183212,BAuO3,B,Au,O,Pm-3m,1.32722323366667,-24.1323269,9.9344678066607
mp-35730,BaUO3,Ba,U,O,Pnma,0,-43.3244666575,8.08596795798253
mp-3601,BaUS3,Ba,U,S,Pnma,0,-34.1806052675,5.53689379034807
mp-19150,BaVO3,Ba,V,O,P-3m1,0.0751386589999843,-36.218835974,5.77885127142995
mp-1017465,BaVO3,Ba,V,O,Pm-3m,0.114915918999984,-35.78307303,6.21139661762509
mp-555857,BaVS3,Ba,V,S,C222_1,0.00378916499998905,-30.22904239,4.20732478668558
mp-3451,BaVS3,Ba,V,S,Cmc2_1,0,-30.246414365,4.19367678975094
mp-4227,BaVS3,Ba,V,S,P6_3/mmc,0.0142068999999889,-30.176935465,4.1832961344649
mp-542818,BaVS3,Ba,V,S,Cm,0.00132853149998891,-30.2440420375,4.19959137920197
mp-27363,BaVSe3,Ba,V,Se,P6_3/mmc,0.0377315030000016,-27.47256036,5.48342959603296
mp-676597,BaVSe3,Ba,V,Se,Cmc2_1,0.0226695530000018,-27.54171554,5.54528824406157
mp-989622,BaWN3,Ba,W,N,P2_1/c,0,-42.9140061075,6.93779070992906
mp-989636,BaWN3,Ba,W,N,C2/m,0.0100144745000073,-42.8649412,6.9448787905123
mp-1183395,BaWO3,Ba,W,O,Pm-3m,0.158416016500002,-35.55985886,8.48840821871865
mp-1183406,BaYbO3,Ba,Yb,O,Pm-3m,0.279323518000001,-28.53159314,6.9962301400352
mp-1183405,BaZnO3,Ba,Zn,O,Pm-3m,0.174294128,-25.17026088,5.97538489596759
mp-1019544,BaZrO3,Ba,Zr,O,I4/mcm,0.000175722999999905,-41.443736225,5.98331600457477
mp-3834,BaZrO3,Ba,Zr,O,Pm-3m,0,-41.44524511,5.95815524475325
mp-540771,BaZrS3,Ba,Zr,S,Pnma,0,-31.8996216225,4.22067043103071
mp-1079300,BaZrSe3,Ba,Zr,Se,P6_3/mmc,0.0493146635000024,-28.868254055,5.24710319437279
mp-998427,BaZrSe3,Ba,Zr,Se,Pnma,0,-29.1377580075,5.44377170503173
mp-998350,BaZrSe3,Ba,Zr,Se,P1,0.0775039105000026,-28.75229574,5.19796093547883
mp-1183417,BeAgO3,Be,Ag,O,Pm-3m,0.650462044166666,-23.23882793,6.02554019738652
mp-1183414,BeAuO3,Be,Au,O,Pm-3m,0.841851829125,-22.91934272,9.26145504524615
mp-1183403,BeBiO3,Be,Bi,O,Pm-3m,0.485461609000001,-28.56508023,8.90778294507167
mp-1183422,BeBO3,Be,B,O,Pm-3m,1.63944421879168,-28.20073194,3.2362869200557
mp-1183418,BeCdO3,Be,Cd,O,Pm-3m,0.515953689249999,-23.78944205,5.95436161337685
mp-1183426,BeCuO3,Be,Cu,O,Pm-3m,0.83531941975,-24.72281158,4.82526438302411
mp-984722,BeGaO3,Be,Ga,O,Pm-3m,1.08462968279167,-25.98068289,5.0694662347862
mp-1183415,BeGeO3,Be,Ge,O,Pm-3m,1.32167316,-27.07768587,5.00034873714737
mp-1183436,BeInO3,Be,In,O,Pm-3m,0.710247378125001,-26.90471192,6.34249236994338
mp-1183431,BeOsO3,Be,Os,O,Pm-3m,1.301001645,-31.47141479,10.1075908395009
mp-1183499,BePbO3,Be,Pb,O,Pm-3m,0.628855201999999,-27.1932246,9.00362248211937
mp-1183447,BePdO3,Be,Pd,O,Pm-3m,0.827586935999999,-25.94269644,6.33803495795645
mp-1183451,BePtO3,Be,Pt,O,Pm-3m,1.081286179,-26.16206784,9.74112295568169
mp-1183476,BeReO3,Be,Re,O,Pm-3m,1.37089548733333,-34.00163355,9.79764540784377
mp-1183443,BeSbO3,Be,Sb,O,Pm-3m,0.817968686750003,-28.27227777,6.48414540600549
mp-1183445,BeSiO3,Be,Si,O,Pm-3m,1.24400333583333,-31.74459527,3.36045609929189
mp-1183449,BeVO3,Be,V,O,Pm-3m,1.019277878,-32.41649315,4.4462828442161
mp-984552,BeZnO3,Be,Zn,O,Pm-3m,0.764859325250001,-23.74689176,4.72839154833492
mp-31250,BiBO3,Bi,B,O,P2_1/c,0,-34.797213265,6.56582217881089
mp-1178485,BiCO3,Bi,C,O,P-1,0.079999967375004,-33.95081641,5.76064656284757
mp-1183479,BiMoO3,Bi,Mo,O,Pm-3m,0.350626583,-31.34023192,8.40033034466412
mp-1183469,BiPtO3,Bi,Pt,O,Pm-3m,0.548429729125002,-26.53274027,11.128540007135
mp-573119,BiRhO3,Bi,Rh,O,Pnma,0.061984177374999,-30.7573779875,9.49898782227291
mp-1183221,BIrO3,B,Ir,O,Pm-3m,1.67292217891667,-29.75990773,10.4602879078326
mp-755382,BiSbO3,Bi,Sb,O,R-3,0.0861619617142821,-28.887581545,7.54555738557243
mp-1227486,BiSbS3,Bi,Sb,S,Pnma,0.0023040867500006,-21.8887174225,5.37281605379418
mp-1227508,BiSbSe3,Bi,Sb,Se,Pnma,0.0150285884999999,-20.0317455375,6.34306524747076
mp-1246423,BMoN3,B,Mo,N,P-1,0.378515961733333,-43.5910166275,3.19259942273758
mp-984553,BOsO3,B,Os,O,Pm-3m,1.77912292566666,-31.80621636,10.4529828593672
mp-984554,BPbO3,B,Pb,O,Pm-3m,1.07954392142856,-28.49506229,9.74115209743766
mp-1183242,BPdO3,B,Pd,O,Pm-3m,1.21870172366667,-27.41533298,6.80683495726601
mp-1183277,BPtO3,B,Pt,O,Pm-3m,1.50704076016667,-27.11156448,10.2918028148742
mp-755829,BSbO3,B,Sb,O,C2/c,0.047189438666666,-34.7217270025,3.8284658405712
mp-753806,BSbO3,B,Sb,O,P-1,0.0480148381666661,-34.71450506,3.85086371766832
mp-1183211,BSbO3,B,Sb,O,Pm-3m,1.01431307716667,-29.88295901,6.87074659054283
mp-984632,CaBeO3,Ca,Be,O,Pm-3m,0.333611442999999,-29.67974405,3.41290767513659
mp-1378965,CaBiO3,Ca,Bi,O,Pnma,0.0158106115000001,-29.9205605025,6.6120202276812
mp-755893,CaBiO3,Ca,Bi,O,P2_1/c,0,-29.9955529475,6.65755857802265
mp-1178493,CaBiO3,Ca,Bi,O,Pnma,0.0995510239999993,-29.4963542925,6.41583554149267
mp-867749,CaBiO3,Ca,Bi,O,R-3,0.0208404194999998,-29.891865055,6.30135875455761
mp-1189809,CaBO3,Ca,B,O,P2_1/c,0.102489062625001,-35.5348311875,2.47068166313325
mp-1084760,CaBO3,Ca,B,O,P2_1/m,0.100792408625002,-35.543741575,2.46379073615561
mp-984628,CaBO3,Ca,B,O,Pm-3m,0.897433745625001,-31.55892553,3.89736614558107
mp-756365,CaCeO3,Ca,Ce,O,Pnma,0.0590747670000038,-38.8185227525,5.02868695309756
mp-1079918,CaCO3,Ca,C,O,P-1,0.0162160140000012,-37.362159575,2.66226925504948
mp-641635,CaCO3,Ca,C,O,Pnma,1.3777728225,-30.59869757,2.16928003165968
mp-553939,CaCO3,Ca,C,O,Pnma,0.0135683069999999,-37.375010605,2.57446188574785
mp-556235,CaCO3,Ca,C,O,P2_1/c,0.00192542200000112,-37.4328573975,2.62695603849563
mp-4626,CaCO3,Ca,C,O,Pnma,0.0243540495000003,-37.321526875,2.83803789813839
mp-560265,CaCO3,Ca,C,O,P6_522,0.00806831500000094,-37.4021848066667,2.54690198972492
mp-1197230,CaCO3,Ca,C,O,P-1,0.0243982078000009,-37.320963445,2.80748416216278
mp-3205,CaCO3,Ca,C,O,Pmmn,0.168865474,-36.59324015,3.00184273372076
mp-1194399,CaCO3,Ca,C,O,C2/c,0.00860506666666616,-37.4000106233334,2.56139279306698
mp-1197939,CaCO3,Ca,C,O,P-1,0.00815612200000082,-37.3968249227778,2.55620016502758
mp-561412,CaCO3,Ca,C,O,C2,0.00719741933333395,-37.406135,2.60188960109013
mp-1188902,CaCO3,Ca,C,O,P-1,0.0199184540000008,-37.343637915,2.75836103874012
mp-548403,CaCO3,Ca,C,O,C222_1,0.309852612,-35.881981915,3.16182692944796
mp-3953,CaCO3,Ca,C,O,R-3c,0,-37.4429305,2.61379042508335
mp-2717324,CaCO3,Ca,C,O,P321,0.00141167200000059,-37.45012947,2.61012783941251
mp-696740,CaCO3,Ca,C,O,C2/c,1.87270678,-29.02302074,2.79606097897214
mp-1099934,CaCoO3,Ca,Co,O,Pm-3m,0.16033285666667,-29.67708158,4.57954000680778
mp-1368304,CaCoO3,Ca,Co,O,Pnma,0.0651812466666684,-30.16386031,4.54478768353671
mp-1399298,CaCoO3,Ca,Co,O,Cm,0.48311875266667,-28.07567442,2.49594880448307
mp-20772,CaCrO3,Ca,Cr,O,Pnma,0.0557747038333369,-38.452771775,4.327934327938
mp-1099873,CaCuO3,Ca,Cu,O,Pm-3m,0.162475193375001,-27.35232801,4.57525275940156
mp-19115,CaFeO3,Ca,Fe,O,Pnma,0,-32.1312632775,4.26681655268205
mp-1272846,CaFeO3,Ca,Fe,O,P2_1/c,0.00462041699999993,-32.02073869,4.21809093540931
mp-1278982,CaFeO3,Ca,Fe,O,Pmma,0.0528907215000007,-31.7295967875,4.20486812697946
mp-1001571,CaFeO3,Ca,Fe,O,Pm-3m,0.0521472515000001,-31.8692172,4.23667967427661
mp-554549,CaGeO3,Ca,Ge,O,I4_1/a,0.0144064817083285,-33.083808171875,4.24555648803496
mp-1016884,CaGeO3,Ca,Ge,O,Pm-3m,0.170772001333328,-32.30259544,4.92853672740404
mp-776074,CaGeO3,Ca,Ge,O,C2/c,0.0300714289999942,-33.0072730216666,3.65134078957676
mp-776086,CaGeO3,Ca,Ge,O,P-1,0.0209115276666605,-33.052802995,3.82552246681892
mp-17761,CaGeO3,Ca,Ge,O,P-1,0,-33.1571375783333,3.55702888694286
mp-8130,CaGeO3,Ca,Ge,O,Pnma,0.107375905833328,-32.61858206,4.93238463262487
mp-1207169,CaPdH3,Ca,Pd,H,Pm-3m,0,-19.93791835,4.79566029951178
mp-754853,CaHfO3,Ca,Hf,O,Pnma,0,-43.8501523225,6.86069374633934
mp-1016873,CaHfO3,Ca,Hf,O,Pm-3m,0.154316738,-43.07828513,6.3985841350055
mp-1190098,CaHfS3,Ca,Hf,S,Pnma,0.037140437999998,-33.20434542,4.73124717892963
mp-1183539,CaHoO3,Ca,Ho,O,Pm-3m,0.441341794875001,-33.88716058,5.24261015451011
mp-28534,CaInBr3,Ca,In,Br,Cmcm,0,-17.19683885,3.8629472051694
mp-1206105,CaInI3,Ca,In,I,Cmcm,0.021310371999999,-15.08115685,4.34076083043484
mp-1183543,CaInO3,Ca,In,O,Pm-3m,0.3578972495,-27.44661604,4.67062401618041
mp-1016872,CaIrO3,Ca,Ir,O,Pm-3m,0.306552834000004,-32.54361193,7.5322510552991
mp-1079054,CaIrO3,Ca,Ir,O,Cmcm,0.323336272000004,-32.4541194,7.2309210736713
mp-20198,CaIrO3,Ca,Ir,O,Cmcm,0.653947459000004,-30.813085025,8.23185728704805
mp-555735,CaIrO3,Ca,Ir,O,Pnma,0.0244952190000047,-33.9823393175,7.89381727770532
mp-4243,CaIrO3,Ca,Ir,O,Cmcm,0,-34.1119527,7.95702686906938
mp-1183562,CaLaO3,Ca,La,O,Pm-3m,0.592782736625,-33.09168297,4.12320247433718
mp-1183532,CaMgO3,Ca,Mg,O,Pm-3m,0.310670068,-27.55273438,3.03908609764893
mp-1188497,CaMnO3,Ca,Mn,O,P6_3/mmc,0.119748543833338,-34.2928756425,4.09463434250137
mp-19201,CaMnO3,Ca,Mn,O,Pnma,0.0350749438333366,-34.72879895,4.3457857249747
mp-1017467,CaMnO3,Ca,Mn,O,Pm-3m,0.116549627333336,-34.30108963,4.29364791893483
mp-989401,CaMoN3,Ca,Mo,N,Pmm2,0.0468834550000015,-40.51389714,4.40359091711828
mp-989649,CaMoN3,Ca,Mo,N,P2/m,0.026769174,-40.607478165,3.7515007424943
mp-989635,CaMoN3,Ca,Mo,N,C2/m,0,-40.74043057,4.1111392263712
mp-607467,CaMoO3,Ca,Mo,O,P2_1/c,0,-35.5247024075,4.8606290960611
mp-19012,CaMoO3,Ca,Mo,O,Pnma,0.00636227249999877,-35.4901422775,4.85596329832873
mp-1045305,CaMoO3,Ca,Mo,O,P-1,0.00969480949999912,-35.4744564425,4.85226106280858
mp-4957,CaNbO3,Ca,Nb,O,Pnma,0.0589310007500234,-40.6718494175,4.73882532112722
mp-1207078,CaNiH3,Ca,Ni,H,Pm-3m,0,-20.24592745,3.81782255784877
mp-1368210,CaNiO3,Ca,Ni,O,Pnma,0.0557794395000011,-26.46587126,4.44514196455733
mp-754103,CaNiO3,Ca,Ni,O,P6_3mc,0.072650996000001,-30.651019775,4.29808830602095
mp-1016900,CaOsO3,Ca,Os,O,Pm-3m,0.256620675599999,-35.90867773,7.48630347020916
mp-1213970,CaOsO3,Ca,Os,O,Pnma,0.087307310099999,-36.7375641575,7.83902081773933
mp-20079,CaPbO3,Ca,Pb,O,Pnma,0.00245447299999757,-29.358793865,6.87939260480229
mp-756708,CaPrO3,Ca,Pr,O,Pnma,0.175380001375,-34.6359031,4.66516042668197
mp-9789,CaPS3,Ca,P,S,P2_1/c,0,-25.094451555,2.46061706872036
mp-11007,CaPSe3,Ca,P,Se,P2_1/c,0,-22.32407297,3.97522058551411
mp-4784,CaPtO3,Ca,Pt,O,Cmcm,0.0105472816666632,-30.78282115,7.91812915645048
mp-989606,CaReN3,Ca,Re,N,C2/c,0,-42.0599804575,5.50997083296144
mp-1016833,CaRhO3,Ca,Rh,O,Pm-3m,0.257332476000002,-31.26327032,5.12934774053879
mp-1181917,CaRhO3,Ca,Rh,O,Pnma,0.0137827365000023,-32.536478725,5.37084911740604
mp-1078659,CaRhO3,Ca,Rh,O,Cmcm,0,-32.60985084,5.47828668385009
mp-1193602,CaRhO3,Ca,Rh,O,P2_1/m,0.000235908000001395,-32.60369356,5.45590735310519
mp-1016835,CaRuO3,Ca,Ru,O,Pm-3m,0.165233397500013,-34.36362608,5.17631014170298
mp-20947,CaRuO3,Ca,Ru,O,Pnma,0,-35.1707185175,5.35031403931109
mp-1377563,CaSbO3,Ca,Sb,O,Pnma,0.119080528799999,-31.06006031,5.09139665742592
mp-1340624,CaSbO3,Ca,Sb,O,P2_1/m,0.110777845299999,-31.1015737275,5.03899270530084
mp-1183534,CaScO3,Ca,Sc,O,Pm-3m,0.2404754345,-36.47690859,3.24122749901852
mp-557997,CaSeO3,Ca,Se,O,P2_1/c,0,-29.7965064725,3.74246440870902
mp-754140,CaSeO3,Ca,Se,O,Pnma,0.0119276844999998,-29.7374319025,3.70514594181927
mp-5893,CaSiO3,Ca,Si,O,Pm-3m,0.244203541666668,-36.22744849,4.10700886288082
mp-4428,CaSiO3,Ca,Si,O,P-1,0.0229369943333335,-37.33600613,2.96570962822279
mp-3387,CaSiO3,Ca,Si,O,I4/mcm,0.241300425666667,-36.24237625,4.10507419255859
mp-4356,CaSiO3,Ca,Si,O,Im-3,0.243690598666667,-36.2298583275,4.10429634184486
mp-3382,CaSiO3,Ca,Si,O,P4/mbm,0.243715751666667,-36.22972495,4.10378510001618
mp-17552,CaSiO3,Ca,Si,O,C2/c,0.0203136843333338,-37.3496157333334,2.82214377463451
mp-560885,CaSiO3,Ca,Si,O,Pnma,0.241228633166668,-36.2442091225,4.10229798727428
mp-649676,CaSiO3,Ca,Si,O,P2_1/c,0.350347124833333,-35.6657836658333,1.99898069373876
mp-5096,CaSiO3,Ca,Si,O,Imma,0.241109046666669,-36.2426321925,4.10438070100819
mp-4429,CaSiO3,Ca,Si,O,P-1,7.43000000102967E-06,-37.4510523183333,2.81892009096546
mp-5733,CaSiO3,Ca,Si,O,P2_1/c,0,-37.451188325,2.81893319100032
mp-561086,CaSiO3,Ca,Si,O,C2/c,0.0202164350000009,-37.3497504983334,2.82515376266661
mp-4853,CaSiO3,Ca,Si,O,I4/mmm,0.243710332166668,-36.2298445,4.1046206999886
mp-1181886,CaSiO3,Ca,Si,O,Im-3,0.243732276166668,-36.2311834375,4.10324309462112
mp-1182670,CaSnO3,Ca,Sn,O,P-1,1.072005831,-30.11752024,3.9634062586267
mp-546910,CaSnO3,Ca,Sn,O,Pm-3m,1.434899678,-25.01661227,4.17179529642487
mp-7986,CaSnO3,Ca,Sn,O,Pm-3m,0.195219682000001,-31.21766379,5.10811153528325
mp-4438,CaSnO3,Ca,Sn,O,Pnma,0.0140191064999993,-32.1222291625,5.34138077897055
mp-4190,CaSnO3,Ca,Sn,O,R-3,0,-32.193205025,4.9503474337929
mp-866917,CaSnS3,Ca,Sn,S,Amm2,0.295076157249998,-22.41203433,3.39917567975255
mp-866826,CaSnS3,Ca,Sn,S,R-3,0.0723755992499981,-23.491623865,3.44385107061953
mp-1100379,CaSnS3,Ca,Sn,S,C2/c,0.141206320083331,-23.1415523008333,2.98778781614429
mp-1100357,CaSnS3,Ca,Sn,S,C2/m,0.255249257649998,-22.5645461,3.35940458938247
mp-866894,CaSnS3,Ca,Sn,S,Amm2,0.495063489249998,-21.30502761,3.25238001320854
mp-1100323,CaSnS3,Ca,Sn,S,P6_3/mmc,0.453440864749997,-21.5751235825,3.37797703074861
mp-866845,CaSnS3,Ca,Sn,S,Ima2,0.164425703249998,-23.03137009,3.55877008422537
mp-1054609,CaSnS3,Ca,Sn,S,R-3m,0.369143225249998,-22.01093258,3.27384872763451
mp-1100340,CaSnS3,Ca,Sn,S,P2_12_12_1,0.116299639249998,-23.2652381425,3.29152746224263
mp-1100371,CaSnS3,Ca,Sn,S,Cmcm,0.251262901249998,-22.5884798533334,3.26791877306609
mp-866504,CaSnS3,Ca,Sn,S,P2_1,0.182302704249999,-22.9361759583333,3.3290283034129
mp-1100358,CaSnS3,Ca,Sn,S,P2_1/c,0.152888840999998,-23.0783298125,3.09307665327937
mp-866505,CaSnS3,Ca,Sn,S,P4_1,0.164027984849998,-23.031147643,3.02733399628208
mp-866816,CaSnS3,Ca,Sn,S,Pm-3m,0.480264731249998,-21.43533745,3.3795259619807
mp-1100365,CaSnS3,Ca,Sn,S,Pmc2_1,0.259949499749998,-22.642514965,3.21331108609784
mp-867022,CaSnS3,Ca,Sn,S,P1,0.185940542916665,-22.8646020916666,2.86354290906953
mp-866519,CaSnS3,Ca,Sn,S,R-3c,0.196038190249998,-22.871844715,3.59475166957076
mp-867047,CaSnS3,Ca,Sn,S,C2,0.212797223083331,-22.7890050016667,3.11803746173919
mp-866951,CaSnS3,Ca,Sn,S,R-3m,0.435138810583331,-21.6698192,3.4008948483385
mp-866820,CaSnS3,Ca,Sn,S,Pm-3m,1.00520843325,-18.83799011,3.00213017296342
mp-867053,CaSnS3,Ca,Sn,S,P1,0.221534703583332,-22.7414057322222,3.05864093567214
mp-1100375,CaSnS3,Ca,Sn,S,P2_1/c,0.108785907916665,-23.3021716625,2.83729843412678
mp-866936,CaSnS3,Ca,Sn,S,Pnma,0.213450441749998,-22.78397071,3.6267051482946
mp-1331908,CaSnS3,Ca,Sn,S,P4_3,0.163521172349998,-23.0390428445,3.02733428115437
mp-1100345,CaSnS3,Ca,Sn,S,P2_1,0.108723011249998,-23.30559583,3.35961105652669
mp-1238933,CaSnS3,Ca,Sn,S,Pmc2_1,0.133065560749998,-23.185483285,3.56258197240244
mp-1100335,CaSnS3,Ca,Sn,S,P-1,0.0901632422499983,-23.3796687233333,3.10441442824187
mp-866629,CaSnS3,Ca,Sn,S,P-1,0.183786751138888,-22.9331081594444,3.09781937930041
mp-1100334,CaSnS3,Ca,Sn,S,Amm2,0.475278117249998,-21.46569531,3.18684653952241
mp-1100328,CaSnS3,Ca,Sn,S,P-6m2,0.227563155249998,-22.72883051,3.16362083585841
mp-1100330,CaSnS3,Ca,Sn,S,P-1,0.108971236583331,-23.3010043866666,2.84174710519311
mp-866787,CaSnS3,Ca,Sn,S,C2/c,0.201753397499998,-22.84788171875,3.15815303551763
mp-866844,CaSnS3,Ca,Sn,S,Pnma,0.111517281249999,-23.29544515,3.69735536261683
mp-866606,CaSnS3,Ca,Sn,S,P2_1/c,0.175807925583331,-22.96820982,3.33484307635745
mp-1100343,CaSnS3,Ca,Sn,S,Pm,0.301964471249998,-22.3430323425,3.35768681444603
mp-866495,CaSnS3,Ca,Sn,S,P2_1/c,0.162689312249999,-23.038469245,3.36558290249686
mp-866471,CaSnS3,Ca,Sn,S,Fd-3m,0.317856746749998,-22.26561159,3.21599201999595
mp-1100344,CaSnS3,Ca,Sn,S,P6_3/mmc,0.377004774249998,-21.95899680375,3.32445398506673
mp-1100381,CaSnS3,Ca,Sn,S,I4_1/a,0.0669750637499975,-23.465646063125,3.3164598348181
mp-866565,CaSnS3,Ca,Sn,S,P2_13,0.234907166499998,-22.67870367,3.41308439584472
mp-866811,CaSnS3,Ca,Sn,S,Pnma,0.0738377317499976,-23.4713633625,3.77569351089098
mp-866941,CaSnS3,Ca,Sn,S,P2_1/c,0.0833630102499976,-23.427407265,3.09603754811323
mp-866850,CaSnS3,Ca,Sn,S,Cmcm,0.0889667752499976,-23.41524499,3.82690636680184
mp-1100325,CaSnS3,Ca,Sn,S,P4mm,0.225140153249998,-22.71587632,3.12224748797665
mp-1100329,CaSnS3,Ca,Sn,S,Cmcm,0.160838375249998,-22.825099455,3.52983323363212
mp-866833,CaSnS3,Ca,Sn,S,P6_3/mmc,0.389485528249998,-21.90548524,3.41808891335282
mp-989638,CaTcN3,Ca,Tc,N,C2/m,0,-39.21851144,4.24444874335848
mp-989634,CaTcN3,Ca,Tc,N,C2/c,0.0120925325000005,-39.1633541625,3.76429232606146
mp-998432,CaTcO3,Ca,Tc,O,Cm,0.109039946499999,-36.99467916,5.05912685666052
mp-1188853,CaTcO3,Ca,Tc,O,Pnma,0,-37.5104626025,5.19672150104323
mp-998525,CaTcO3,Ca,Tc,O,P4mm,0.1089518945,-36.95743833,5.0589964753912
mp-998543,CaTcO3,Ca,Tc,O,R3c,0.0294888195,-37.37109468,5.17019182808706
mp-4019,CaTiO3,Ca,Ti,O,Pnma,0,-40.46393163625,3.94046417052631
mp-556003,CaTiO3,Ca,Ti,O,Imma,0.0110721115000008,-40.4085942225,3.92502078643565
mp-754701,CaTiO3,Ca,Ti,O,R-3,0.0283526885000001,-40.31940983,3.61290269458114
mp-3442,CaTiO3,Ca,Ti,O,I4/mcm,0.0184837075000015,-40.371359105,3.92454702702014
mp-1205364,CaTiO3,Ca,Ti,O,Cmcm,0.0126697670000002,-40.40003176,3.93109005631757
mp-5827,CaTiO3,Ca,Ti,O,Pm-3m,0.0644675975000002,-40.14237192,3.83649669722125
mp-1205521,CaTlBr3,Ca,Tl,Br,Cmcm,0,-17.26492792,4.69423636922096
mp-998787,CaTlCl3,Ca,Tl,Cl,Cmcm,0,-19.210286225,3.9321169205786
mp-998151,CaTlCl3,Ca,Tl,Cl,Cm,0.0387550969999992,-19.01572314,3.70107077146131
mp-998615,CaTlF3,Ca,Tl,F,R3c,0.0112810064999991,-25.26532051,5.43453436638205
mp-1097061,CaTlF3,Ca,Tl,F,Cm,0.0181023394999986,-25.23306551,5.45646162600032
mp-1206188,CaTlI3,Ca,Tl,I,Cmcm,0.0163930849999994,-15.145946385,4.98642402381841
mp-1183538,CaTmO3,Ca,Tm,O,Pm-3m,0.401455955249999,-34.12519728,5.4736018336456
mp-1016853,CaVO3,Ca,V,O,Pm-3m,0.106231662910714,-36.15606949,4.10756922839926
mp-1435359,CaVO3,Ca,V,O,P2_1/c,0.00881469091071274,-36.74043406,4.10753889584289
mp-22608,CaVO3,Ca,V,O,Pnma,0.00115662641071346,-39.609781755,4.23934065319951
mp-989616,CaWN3,Ca,W,N,C2/m,0,-43.16484023,5.94445210029518
mp-1431390,CaWO3,Ca,W,O,Cm,0.220536352833337,-35.21723045,6.52024533355888
mp-1342410,CaWO3,Ca,W,O,Pnma,0.0536462823333359,-36.0358891275,7.06089843425534
mp-1183544,CaYO3,Ca,Y,O,Pm-3m,0.477989082875,-35.43112591,3.58133417026991
mp-1183540,CaZnO3,Ca,Zn,O,Pm-3m,0.238167657999997,-25.05801297,4.37476046768826
mp-542112,CaZrO3,Ca,Zr,O,Pm-3m,0.191893084500004,-40.72552969,4.13549674256774
mp-4571,CaZrO3,Ca,Zr,O,Pnma,0,-41.6866588625,4.4665397647921
mp-776024,CaZrO3,Ca,Zr,O,Pba2,0.0253653767500044,-41.55963818625,4.38825073175936
mp-7781,CaZrS3,Ca,Zr,S,Pnma,0.0365724825000022,-31.6183016525,3.35200857779218
mp-755478,CdBiO3,Cd,Bi,O,R3,0,-24.805067215,8.05220772290086
mp-1183631,CdBO3,Cd,B,O,Pm-3m,1.021459680125,-25.35143792,6.62154652727834
mp-547864,CdCO3,Cd,C,O,R-3m,3.233303651,-15.67528198,4.03545009483999
mp-1198558,CdCO3,Cd,C,O,P2_1/c,0.5671717885,-28.89990474375,4.06788072644067
mp-654812,CdCO3,Cd,C,O,R-3m,2.888746321,-17.246724435,4.40977180069357
mp-4385,CdCO3,Cd,C,O,R-3c,0,-31.735041285,4.74460522624623
mp-768578,CdCoO3,Cd,Co,O,C2/c,0.0521113921250063,-27.321515465,6.29685568192485
mp-770662,CdCoO3,Cd,Co,O,R-3,0.0659679526250061,-24.85973989,6.52267251777842
mp-752746,CdCoO3,Cd,Co,O,Pnma,0.105925228625006,-26.9483121075,6.95715187654929
mp-776476,CdFeO3,Cd,Fe,O,Pnma,0.0850199841250054,-29.60886381,6.72231854337414
