material_id,Name,X_EA,X_Rvdw,X_Z,mean_A2B,X_G,X_IEII,mean_X2X,A_Rvdw,A_ChiA,A_IEI,B_Z,B_Hf,B_Ra,mean_A2X,std_B2X,OF,A_EA,std_A2X,B_Rho,E_coh,A_ChiP,B_CvM,B_MP,B_Rc,TF,B_Rvdw,A_MP,std_X2X,A_Kappa,X_MV
mp-1278441,LaNiO3,141.0,1.52,8.0,3.341335949016852,16.0,35.1211,3.147184245565416,2.43,1.09,5.5769,28.0,17.48,1.35,2.8954672222068325,1.1839214267118108,0.3943661971830986,48.0,0.5462858624535782,8908.0,-32.1881074575,1.1,0.444,1728.0,124.0,0.9928064907568698,1.97,1193.0,0.6284045985448595,13.0,17.36
mp-19339,LaNiO3,141.0,1.52,8.0,3.292729264703432,16.0,35.1211,2.9142382982429025,2.43,1.09,5.5769,28.0,17.48,1.35,2.583796872152348,3.7685105162042006e-06,0.3943661971830986,48.0,0.1542786169566704,8908.0,-32.351693135,1.1,0.444,1728.0,124.0,0.9928064907568698,1.97,1193.0,0.2593880470922899,13.0,17.36
mp-1284950,LaNiO3,141.0,1.52,8.0,3.3296016617377013,16.0,35.1211,3.1308140033051277,2.43,1.09,5.5769,28.0,17.48,1.35,3.016077106167692,1.0474084926949314,0.3943661971830986,48.0,0.7214239041099,8908.0,-32.4393640875,1.1,0.444,1728.0,124.0,0.9928064907568698,1.97,1193.0,0.5816419332823026,13.0,17.36
mp-989641,LaOsN3,7.0,1.55,7.0,3.3592183576202825,15.0,29.6013,3.0208428178413342,2.43,1.09,5.5769,76.0,57.85,1.3,2.7675690764487166,0.8773597334874164,0.3732876712328767,48.0,0.1484272085176313,22610.0,-41.484055665,1.1,0.13,3306.0,144.0,0.9945342259082616,2.16,1193.0,0.9881862722228651,13.0,13.54
mp-989632,LaOsN3,7.0,1.55,7.0,3.590753642090573,15.0,29.6013,3.51525736283134,2.43,1.09,5.5769,76.0,57.85,1.3,3.3282859360244736,1.1429140203074095,0.3732876712328767,48.0,0.942630413770354,22610.0,-41.48522984,1.1,0.13,3306.0,144.0,0.9945342259082616,2.16,1193.0,0.6215882779293651,13.0,13.54
mp-989621,LaOsN3,7.0,1.55,7.0,3.3330419138289398,15.0,29.6013,2.9209253138175604,2.43,1.09,5.5769,76.0,57.85,1.3,2.96240828562982,0.5222752629311493,0.3732876712328767,48.0,0.362000140463622,22610.0,-41.58773514,1.1,0.13,3306.0,144.0,0.9945342259082616,2.16,1193.0,0.8039802414358849,13.0,13.54
mp-989564,LaOsN3,7.0,1.55,7.0,3.4212809284258547,15.0,29.6013,2.7934641804529465,2.43,1.09,5.5769,76.0,57.85,1.3,2.7934641804529465,0.0,0.3732876712328767,48.0,0.0,22610.0,-41.37019936,1.1,0.13,3306.0,144.0,0.9945342259082616,2.16,1193.0,0.0,13.0,13.54
mp-989607,LaOsN3,7.0,1.55,7.0,3.381451515160838,15.0,29.6013,3.23637761319274,2.43,1.09,5.5769,76.0,57.85,1.3,3.097319945842484,1.136739403531228,0.3732876712328767,48.0,0.7638353365415641,22610.0,-41.434660735,1.1,0.13,3306.0,144.0,0.9945342259082616,2.16,1193.0,0.6697594943813054,13.0,13.54
mp-989588,LaOsN3,7.0,1.55,7.0,3.4033890370393616,15.0,29.6013,2.9735631292972333,2.43,1.09,5.5769,76.0,57.85,1.3,2.6739562564071027,7.982372470463864e-08,0.3732876712328767,48.0,0.1220278685782817,22610.0,-41.4243558,1.1,0.13,3306.0,144.0,0.9945342259082616,2.16,1193.0,0.3215703121432564,13.0,13.54
mp-16415,LaPdO3,141.0,1.52,8.0,3.3135368055525203,16.0,35.1211,3.299641209297299,2.43,1.09,5.5769,46.0,16.74,1.4,3.1194340491619124,0.9817365080647824,0.5352112676056339,48.0,0.824362454939492,12023.0,-32.60080506,1.1,0.244,1828.05,139.0,0.9017233264672488,2.1,1193.0,0.5785514600447487,13.0,17.36
mp-1185084,LaPtO3,141.0,1.52,8.0,3.5414056333578823,16.0,35.1211,2.891545591314898,2.43,1.09,5.5769,78.0,22.175,1.35,2.891545591314898,0.0,0.5633802816901409,48.0,0.0,21090.0,-33.06541437999999,1.1,0.133,2041.4,136.0,0.8854760593236948,2.13,1193.0,0.0,13.0,17.36
mp-989581,LaReN3,7.0,1.55,7.0,3.41999067364268,15.0,29.6013,2.9909994991801425,2.43,1.09,5.5769,75.0,34.08,1.35,2.700071772624104,2.9892390145645766e-08,0.3767123287671233,48.0,0.1066292012513806,21020.0,-43.895708355,1.1,0.137,3459.0,151.0,0.9920602601721712,2.16,1193.0,0.3404689653118372,13.0,13.54
mp-989614,LaReN3,7.0,1.55,7.0,3.624616755259549,15.0,29.6013,3.511745730817884,2.43,1.09,5.5769,75.0,34.08,1.35,3.5382555310513766,1.2666653943683632,0.3767123287671233,48.0,1.0100622583215062,21020.0,-43.6914565375,1.1,0.137,3459.0,151.0,0.9920602601721712,2.16,1193.0,0.6314247183856152,13.0,13.54
mp-989602,LaReN3,7.0,1.55,7.0,3.438025252479897,15.0,29.6013,2.8071358637930186,2.43,1.09,5.5769,75.0,34.08,1.35,2.8071358637930186,0.0,0.3767123287671233,48.0,0.0,21020.0,-43.86096707,1.1,0.137,3459.0,151.0,0.9920602601721712,2.16,1193.0,0.0,13.0,13.54
mp-5163,LaRhO3,141.0,1.52,8.0,3.2766316742910915,16.0,35.1211,3.2665872710525226,2.43,1.09,5.5769,45.0,26.59,1.35,3.100048931707965,0.9936185261181916,0.4683098591549296,48.0,0.8315336875626995,12450.0,-36.2008362225,1.1,0.243,2237.0,142.0,0.9428090415820636,2.1,1193.0,0.5829210190028546,13.0,17.36
mp-20472,LaRuO3,141.0,1.52,8.0,3.28081179534423,16.0,35.1211,3.260477040367286,2.43,1.09,5.5769,44.0,38.59,1.3,3.096840720111876,1.003576145902202,0.4788732394366198,48.0,0.8250361380037371,12370.0,-38.5844708275,1.1,0.238,2607.0,146.0,0.9360746912850486,2.13,1193.0,0.5877485283941315,13.0,17.36
mp-1222966,LaSbSe3,195.0,1.9,34.0,4.519246769269801,16.0,21.19,3.925155036026532,2.43,1.09,5.5769,51.0,19.79,1.45,3.2005972176783843,0.7825085638001257,0.3838383838383838,48.0,0.1951403991008752,6697.0,-24.40491177,1.1,0.207,903.78,139.0,0.8619476821763022,2.06,1193.0,0.3088795258845434,13.0,16.42
mp-31116,LaScO3,141.0,1.52,8.0,3.405257992190676,16.0,35.1211,3.20405198327877,2.43,1.09,5.5769,21.0,14.1,1.6,2.993006787242169,1.0131624640203607,0.6126760563380282,48.0,0.6704430328606839,2985.0,-41.391380725,1.1,0.568,1814.0,170.0,0.8584091055452411,2.15,1193.0,0.4109655293639564,13.0,17.36
mp-1096800,LaScO3,141.0,1.52,8.0,3.5324305537346863,16.0,35.1211,2.884217469489005,2.43,1.09,5.5769,21.0,14.1,1.6,2.884217469489005,0.0,0.6126760563380282,48.0,0.0,2985.0,-40.37001047,1.1,0.568,1814.0,170.0,0.8584091055452411,2.15,1193.0,0.0,13.0,17.36
mp-1190131,LaScS3,200.0,1.8,16.0,3.8792377343688687,16.0,23.33788,3.674010036027192,2.43,1.09,5.5769,21.0,14.1,1.6,3.403986638735827,1.1632338022085615,0.4728260869565217,48.0,0.7188255892874482,2985.0,-31.6440111325,1.1,0.568,1814.0,170.0,0.8349600368254436,2.15,1193.0,0.0885132465432257,13.0,15.53
mp-778450,LaSmO3,141.0,1.52,8.0,3.6406582256809448,16.0,35.1211,3.430496419398433,2.43,1.09,5.5769,62.0,8.62,1.85,3.167896450463152,0.9696035363051012,0.6746478873239437,48.0,0.7986305536031009,7353.0,-40.726326505,1.1,0.196,1345.0,198.0,0.8266429149279235,2.36,1193.0,0.3870597504834962,13.0,17.36
mp-1185122,LaSnO3,141.0,1.52,8.0,3.648962592425955,16.0,35.1211,2.979365480648964,2.43,1.09,5.5769,50.0,7.15,1.45,2.979365480648964,0.0,0.5704225352112676,48.0,0.0,7310.0,-33.22606799,1.1,0.227,505.08,139.0,0.8815053146630503,2.17,1193.0,0.0,13.0,17.36
mp-989620,LaTaN3,7.0,1.55,7.0,3.4290885073148027,15.0,29.6013,3.2728346740411034,2.43,1.09,5.5769,73.0,36.57,1.45,2.92240813307042,1.1655170504770378,0.4383561643835617,48.0,0.3554145474693928,16650.0,-44.7530777025,1.1,0.14,3290.0,170.0,0.949543391879078,2.22,1193.0,0.6411685333686894,13.0,13.54
mp-1239192,LaTaO3,141.0,1.52,8.0,3.527332736604522,16.0,35.1211,2.880055119232032,2.43,1.09,5.5769,73.0,36.57,1.45,2.880055119232032,0.0,0.5070422535211268,48.0,0.0,16650.0,-42.42329872,1.1,0.14,3290.0,170.0,0.9185779680834592,2.22,1193.0,0.0,13.0,17.36
mp-989619,LaTcN3,7.0,1.55,7.0,3.56333576421088,15.0,29.6013,3.451327346190249,2.43,1.09,5.5769,43.0,33.29,1.35,3.301595427069684,1.1313815273081314,0.410958904109589,48.0,0.8341539656528318,11500.0,-42.3562407225,1.1,0.21,2430.0,147.0,0.9679811276437204,2.16,1193.0,0.4574752839680751,13.0,13.54
mp-989406,LaTcN3,7.0,1.55,7.0,3.300989175510005,15.0,29.6013,2.918036460020189,2.43,1.09,5.5769,43.0,33.29,1.35,3.0369008658727688,0.4988627334036637,0.410958904109589,48.0,0.4579189321547583,11500.0,-42.14054763,1.1,0.21,2430.0,147.0,0.9679811276437204,2.16,1193.0,0.8024214302274704,13.0,13.54
mp-989593,LaTcN3,7.0,1.55,7.0,3.403320021129744,15.0,29.6013,2.98089929927285,2.43,1.09,5.5769,43.0,33.29,1.35,2.6751111442030244,7.949683110965353e-08,0.410958904109589,48.0,0.1266582247198866,11500.0,-42.17858067,1.1,0.21,2430.0,147.0,0.9679811276437204,2.16,1193.0,0.3135329650059301,13.0,13.54
mp-8020,LaTiO3,141.0,1.52,8.0,3.4285410185716225,16.0,35.1211,2.799392019234193,2.43,1.09,5.5769,22.0,14.15,1.4,2.799392019234193,0.0,0.471830985915493,48.0,0.0,4507.0,-41.71467503,1.1,0.524,1941.0,160.0,0.94055351755914,2.11,1193.0,0.0,13.0,17.36
mp-22013,LaTiO3,141.0,1.52,8.0,3.3206612116594134,16.0,35.1211,3.2361473447227658,2.43,1.09,5.5769,22.0,14.15,1.4,3.089583149902,1.0760864067235785,0.471830985915493,48.0,0.7834272285647171,4507.0,-41.92926773999999,1.1,0.524,1941.0,160.0,0.94055351755914,2.11,1193.0,0.6248674133879625,13.0,17.36
mp-1211414,LaTiS3,200.0,1.8,16.0,4.358743761962538,16.0,23.33788,3.706949049173444,2.43,1.09,5.5769,22.0,14.15,1.4,3.323181711628436,0.9685128699568912,0.3641304347826087,48.0,0.672840876820731,4507.0,-32.20889851,1.1,0.524,1941.0,160.0,0.9014907170505784,2.11,1193.0,0.4666582620578923,13.0,15.53
mp-29257,LaTlO3,141.0,1.52,8.0,3.906438861608346,16.0,35.1211,3.866168330938256,2.43,1.09,5.5769,81.0,4.142,1.9,2.8609856265015314,0.5987596717528895,0.6232394366197184,48.0,0.5473100678513941,11850.0,-31.083752115,1.1,0.129,577.0,145.0,0.8528229291534067,1.96,1193.0,0.8324786750589879,13.0,17.36
mp-13374,LaTmO3,141.0,1.52,8.0,3.507723211173442,16.0,35.1211,3.3294942477111755,2.43,1.09,5.5769,69.0,16.84,1.75,3.085857154630333,0.9805683478131992,0.619718309859155,48.0,0.7410878548087868,9321.0,-41.3122499075,1.1,0.16,1818.0,190.0,0.8546768920428706,2.27,1193.0,0.3981875921595996,13.0,17.36
mp-556841,LaTmS3,200.0,1.8,16.0,4.3549650354635405,16.0,23.33788,3.7690826267274926,2.43,1.09,5.5769,69.0,16.84,1.75,3.357146784853726,0.9190218843485368,0.4782608695652173,48.0,0.6447109427879818,9321.0,-31.853095349166697,1.1,0.16,1818.0,190.0,0.8318903308077029,2.27,1193.0,0.323799037963917,13.0,15.53
mp-1199053,LaTmS3,200.0,1.8,16.0,4.464254439713603,16.0,23.33788,3.8008202291643407,2.43,1.09,5.5769,69.0,16.84,1.75,3.4592800499778,0.9104976208072716,0.4782608695652173,48.0,0.7491864491726667,9321.0,-31.82618127375,1.1,0.16,1818.0,190.0,0.8318903308077029,2.27,1193.0,0.4000254968545416,13.0,15.53
mp-989403,LaVN3,7.0,1.55,7.0,3.415086482101874,15.0,29.6013,2.914944423219501,2.43,1.09,5.5769,23.0,21.5,1.35,2.739752805615953,0.7153743176585993,0.3698630136986301,48.0,0.3567027430511155,6110.0,-42.71370683,1.1,0.489,2183.0,153.0,0.997020561473032,2.07,1193.0,0.4690161909415835,13.0,13.54
mp-19053,LaVO3,141.0,1.52,8.0,3.4218560751111413,16.0,35.1211,2.7939337857550157,2.43,1.09,5.5769,23.0,21.5,1.35,2.7939337857550157,0.0,0.4507042253521127,48.0,0.0,6110.0,-39.09347369,1.1,0.489,2183.0,153.0,0.9542508988828166,2.07,1193.0,0.0,13.0,17.36
mp-19350,LaVO3,141.0,1.52,8.0,3.3242650067308586,16.0,35.1211,3.2293388975995376,2.43,1.09,5.5769,23.0,21.5,1.35,3.0821700502588425,1.028753671260424,0.4507042253521127,48.0,0.7876231378551611,6110.0,-39.94948562,1.1,0.489,2183.0,153.0,0.9542508988828166,2.07,1193.0,0.5866646689959136,13.0,17.36
mp-1211380,LaVS3,200.0,1.8,16.0,4.343826704102539,16.0,23.33788,3.6672875069413498,2.43,1.09,5.5769,23.0,21.5,1.35,3.293649198718195,0.9554185058648834,0.3478260869565217,48.0,0.6474482858357069,6110.0,-32.66670055749999,1.1,0.489,2183.0,153.0,0.9123958466923194,2.07,1193.0,0.4716098860114767,13.0,15.53
mp-989630,LaWN3,7.0,1.55,7.0,3.426803481524805,15.0,29.6013,3.27597693168367,2.43,1.09,5.5769,74.0,52.31,1.35,3.131032257435963,1.1167375749256487,0.410958904109589,48.0,0.7710241389759288,19250.0,-45.4941002225,1.1,0.132,3695.0,162.0,0.9679811276437204,2.18,1193.0,0.6569667793050675,13.0,13.54
mp-989455,LaWN3,7.0,1.55,7.0,3.4401587196755994,15.0,29.6013,3.0159054191420944,2.43,1.09,5.5769,74.0,52.31,1.35,2.697083129765383,3.9690458486175717e-08,0.410958904109589,48.0,0.1401499652102537,19250.0,-45.478206735,1.1,0.132,3695.0,162.0,0.9679811276437204,2.18,1193.0,0.3025016520464671,13.0,13.54
mp-989626,LaWN3,7.0,1.55,7.0,3.453850264877303,15.0,29.6013,3.039921100401881,2.43,1.09,5.5769,74.0,52.31,1.35,2.7891132428649588,0.8698415903845987,0.410958904109589,48.0,0.313768830526929,19250.0,-45.56807688,1.1,0.132,3695.0,162.0,0.9679811276437204,2.18,1193.0,0.3167570685640926,13.0,13.54
mp-989497,LaWN3,7.0,1.55,7.0,3.447685978693251,15.0,29.6013,2.913964100928576,2.43,1.09,5.5769,74.0,52.31,1.35,2.624547118723182,0.0949849088201516,0.410958904109589,48.0,0.1573307780500554,19250.0,-45.54977773,1.1,0.132,3695.0,162.0,0.9679811276437204,2.18,1193.0,0.1057790959007573,13.0,13.54
mp-989646,LaWN3,7.0,1.55,7.0,3.735856935315692,15.0,29.6013,3.3345838735506232,2.43,1.09,5.5769,74.0,52.31,1.35,3.125359382143819,1.1854406051027802,0.410958904109589,48.0,0.8559745419891411,19250.0,-45.559781570000006,1.1,0.132,3695.0,162.0,0.9679811276437204,2.18,1193.0,0.5083052741701044,13.0,13.54
mp-989699,LaWN3,7.0,1.55,7.0,2.82050358491102,15.0,29.6013,2.6429854406610045,2.43,1.09,5.5769,74.0,52.31,1.35,2.464436713826191,0.3466866396949203,0.410958904109589,48.0,0.2595894480320021,19250.0,-33.41140036,1.1,0.132,3695.0,162.0,0.9679811276437204,2.18,1193.0,0.2218867581600887,13.0,13.54
mp-989524,LaWN3,7.0,1.55,7.0,3.487280578480739,15.0,29.6013,3.030007229301724,2.43,1.09,5.5769,74.0,52.31,1.35,2.60747191414909,0.1499198325763076,0.410958904109589,48.0,0.0457229289770249,19250.0,-45.64140982,1.1,0.132,3695.0,162.0,0.9679811276437204,2.18,1193.0,0.2982585987431314,13.0,13.54
mp-989633,LaWN3,7.0,1.55,7.0,3.631617334243746,15.0,29.6013,3.476720595734563,2.43,1.09,5.5769,74.0,52.31,1.35,3.3201921145776705,1.1298541589572777,0.410958904109589,48.0,0.8316139167493812,19250.0,-45.58652048,1.1,0.132,3695.0,162.0,0.9679811276437204,2.18,1193.0,0.4375767642865933,13.0,13.54
mp-989601,LaWN3,7.0,1.55,7.0,3.483818403905138,15.0,29.6013,2.799880758133133,2.43,1.09,5.5769,74.0,52.31,1.35,2.586149232576995,3.8063055788852526e-08,0.410958904109589,48.0,3.762442555444066e-08,19250.0,-45.52521396,1.1,0.132,3695.0,162.0,0.9679811276437204,2.18,1193.0,2.502293882078386e-08,13.0,13.54
mp-1189511,LaYbO3,141.0,1.52,8.0,3.4952634250325114,16.0,35.1211,3.3747300485421445,2.43,1.09,5.5769,70.0,7.66,1.75,3.1031338390068672,0.9340647326693138,0.6112676056338029,48.0,0.7879010206312385,6570.0,-34.963860749999995,1.1,0.155,1097.0,187.0,0.8591594631549835,2.26,1193.0,0.3961734974415061,13.0,17.36
mp-22530,LaYbO3,141.0,1.52,8.0,3.527708543195398,16.0,35.1211,3.355513581020904,2.43,1.09,5.5769,70.0,7.66,1.75,3.0950675926104103,0.9388504437606664,0.6112676056338029,48.0,0.7784491794598646,6570.0,-34.970026125,1.1,0.155,1097.0,187.0,0.8591594631549835,2.26,1193.0,0.3808603232037347,13.0,17.36
mp-684002,LaYbS3,200.0,1.8,16.0,4.389756809582416,16.0,23.33788,3.7882408352339416,2.43,1.09,5.5769,70.0,7.66,1.75,3.283748815224367,0.8513980668468042,0.4717391304347826,48.0,0.6423663773560342,6570.0,-27.170081875,1.1,0.155,1097.0,187.0,0.8355766985956248,2.26,1193.0,0.386873610421013,13.0,15.53
mp-1188442,LaYbS3,200.0,1.8,16.0,3.9969875227492166,16.0,23.33788,3.939775634182938,2.43,1.09,5.5769,70.0,7.66,1.75,3.4364228224011875,0.9004773064361409,0.4717391304347826,48.0,0.7820835174118752,6570.0,-26.934669885,1.1,0.155,1097.0,187.0,0.8355766985956248,2.26,1193.0,0.4619957672494699,13.0,15.53
mp-21106,LaYbS3,200.0,1.8,16.0,4.0194649759714505,16.0,23.33788,3.9637178720722046,2.43,1.09,5.5769,70.0,7.66,1.75,3.5849182707014275,0.8959749065360411,0.4717391304347826,48.0,0.868991282896769,6570.0,-26.945374002500003,1.1,0.155,1097.0,187.0,0.8355766985956248,2.26,1193.0,0.4743809351966048,13.0,15.53
mp-8215,LaYbS3,200.0,1.8,16.0,4.171422300102691,16.0,23.33788,3.6535425579610137,2.43,1.09,5.5769,70.0,7.66,1.75,3.3916357525765446,0.8658020946033549,0.4717391304347826,48.0,0.6931321439975177,6570.0,-27.16831463,1.1,0.155,1097.0,187.0,0.8355766985956248,2.26,1193.0,0.3588386907471226,13.0,15.53
mp-11784,LaYbSe3,195.0,1.9,34.0,4.322297521396981,16.0,21.19,3.8021743879805703,2.43,1.09,5.5769,70.0,7.66,1.75,3.208708503461035,0.9388820100422868,0.4383838383838384,48.0,0.2049396063490594,6570.0,-24.793038090000003,1.1,0.155,1097.0,187.0,0.8292614638915269,2.26,1193.0,0.3056850894557303,13.0,16.42
mp-10429,LaYO3,141.0,1.52,8.0,3.5519904583990094,16.0,35.1211,3.3795373819797803,2.43,1.09,5.5769,39.0,11.39,1.8,3.1232529380688865,0.9677130370803916,0.7570422535211268,48.0,0.7690037147930576,4472.0,-42.95934086,1.1,0.298,1799.0,190.0,0.7878784976747905,2.32,1193.0,0.3945379855990409,13.0,17.36
mp-1200447,LaYS3,200.0,1.8,16.0,4.500954425702045,16.0,23.33788,3.800705396200648,2.43,1.09,5.5769,39.0,11.39,1.8,3.424243444486005,0.8812717158607377,0.5842391304347826,48.0,0.7215016269279363,4472.0,-33.88486491875,1.1,0.298,1799.0,190.0,0.7762407203420075,2.32,1193.0,0.3631696498100162,13.0,15.53
mp-1184965,LaZnO3,141.0,1.52,8.0,3.401820642704589,16.0,35.1211,2.777574923697657,2.43,1.09,5.5769,30.0,7.068,1.35,2.777574923697657,0.0,0.6338028169014085,48.0,0.0,7140.0,-30.97012326,1.1,0.388,692.68,122.0,0.8473089878011217,2.01,1193.0,0.0,13.0,17.36
mp-1185065,LaZrO3,141.0,1.52,8.0,3.631900670875583,16.0,35.1211,2.965434480039028,2.43,1.09,5.5769,40.0,21.0,1.55,2.965434480039028,0.0,0.6267605633802817,48.0,0.0,6511.0,-41.42271852,1.1,0.278,2128.0,175.0,0.8509769920773169,2.23,1193.0,0.0,13.0,17.36
mp-1185297,LiAcO3,141.0,1.52,8.0,3.394331682405239,16.0,35.1211,2.7714602132185338,1.82,0.912,5.391719,89.0,12.0,1.95,1.95971831055554,0.0,0.7887323943661972,59.6,0.0,10070.0,-30.35385902,0.98,0.12,1323.0,215.0,0.6514290818805201,2.47,453.69,0.0,85.0,17.36
mp-759066,LiAgF3,328.0,1.47,9.0,3.220758119049658,17.0,34.9708,3.059934742717237,1.82,0.912,5.391719,47.0,11.3,1.6,2.212676924273425,0.0012838083519726,0.706766917293233,59.6,0.2675891814016364,10490.0,-19.129134625,0.98,0.235,1234.93,145.0,0.7008767654932739,2.11,453.69,0.0786308730578166,85.0,11.2
mp-752699,LiAgF3,328.0,1.47,9.0,3.6353303655189126,17.0,34.9708,2.9456694424531,1.82,0.912,5.391719,47.0,11.3,1.6,2.765160249582196,0.6991654896733578,0.706766917293233,59.6,0.8702113536854317,10490.0,-19.184251535,0.98,0.235,1234.93,145.0,0.7008767654932739,2.11,453.69,0.1857149227849508,85.0,11.2
mp-757915,LiAgF3,328.0,1.47,9.0,3.4218800918413783,17.0,34.9708,2.9651496278181586,1.82,0.912,5.391719,47.0,11.3,1.6,2.1374569107612267,0.2387631211069444,0.706766917293233,59.6,0.181080163149461,10490.0,-19.06911825,0.98,0.235,1234.93,145.0,0.7008767654932739,2.11,453.69,0.142437369746996,85.0,11.2
mp-760151,LiAgF3,328.0,1.47,9.0,4.426503019384184,17.0,34.9708,3.3331132239143977,1.82,0.912,5.391719,47.0,11.3,1.6,3.1217953777325738,1.0139953697544166,0.706766917293233,59.6,1.059889065840611,10490.0,-19.1442675483333,0.98,0.235,1234.93,145.0,0.7008767654932739,2.11,453.69,0.7132734977072158,85.0,11.2
mp-1398557,LiAgF3,328.0,1.47,9.0,2.7519525354791075,17.0,34.9708,2.8937772526947145,1.82,0.912,5.391719,47.0,11.3,1.6,2.412336639660696,0.3071407821071349,0.706766917293233,59.6,0.7580828460399522,10490.0,-14.82563303,0.98,0.235,1234.93,145.0,0.7008767654932739,2.11,453.69,0.2749120592319977,85.0,11.2
mp-752837,LiAgF3,328.0,1.47,9.0,3.391908367133348,17.0,34.9708,3.3405327505183657,1.82,0.912,5.391719,47.0,11.3,1.6,3.0715599333477,0.8412321321137025,0.706766917293233,59.6,0.9272658010740108,10490.0,-19.1943135625,0.98,0.235,1234.93,145.0,0.7008767654932739,2.11,453.69,0.5277101282488658,85.0,11.2
mp-756821,LiAgF3,328.0,1.47,9.0,3.220115950993756,17.0,34.9708,3.250948429695286,1.82,0.912,5.391719,47.0,11.3,1.6,3.009269825587559,0.8511529940425,0.706766917293233,59.6,0.9123062958440956,10490.0,-19.0635510225,0.98,0.235,1234.93,145.0,0.7008767654932739,2.11,453.69,0.5788936484203402,85.0,11.2
mp-752605,LiAgF3,328.0,1.47,9.0,3.5979912238932625,17.0,34.9708,3.1797500202813773,1.82,0.912,5.391719,47.0,11.3,1.6,3.1869983989624178,0.8577370879028664,0.706766917293233,59.6,0.9189953275055311,10490.0,-19.174443835,0.98,0.235,1234.93,145.0,0.7008767654932739,2.11,453.69,0.1867407662140663,85.0,11.2
mp-1185313,LiAlO3,141.0,1.52,8.0,3.212245243107604,16.0,35.1211,2.6227872580987106,1.82,0.912,5.391719,13.0,10.71,1.25,2.6227872580987106,0.0,0.3767605633802817,59.6,0.0,2700.0,-28.57563497,0.98,0.897,933.47,121.0,0.8463579887347934,1.84,453.69,0.0,85.0,17.36
mp-9657,LiAsO3,141.0,1.52,8.0,3.219054797787421,16.0,35.1211,2.6520470231723534,1.82,0.912,5.391719,33.0,24.44,1.15,2.206378367778417,0.0153111532814037,0.323943661971831,59.6,0.1768081090306948,5727.0,-28.849596265,0.98,0.329,1090.0,119.0,0.8801222702002772,1.85,453.69,0.1295164744879069,85.0,17.36
mp-559767,LiAsO3,141.0,1.52,8.0,3.3333905481176456,16.0,35.1211,3.2296145644888163,1.82,0.912,5.391719,33.0,24.44,1.15,3.005054073153932,1.041804920306144,0.323943661971831,59.6,0.7690278059134663,5727.0,-28.65941248,0.98,0.329,1090.0,119.0,0.8801222702002772,1.85,453.69,0.5405240742753196,85.0,17.36
mp-24818,LiBeH3,72.8,1.1,1.0,3.060055586835777,1.0,1000.0,2.858891635783638,1.82,0.912,5.391719,4.0,7.895,1.05,2.7686644942192915,0.888613997154825,0.2163461538461538,59.6,0.7486545495537869,1848.0,-16.730019725000002,0.98,1.825,1560.0,96.0,0.8384665389563802,1.53,453.69,0.493416597699052,85.0,11.42
mp-977298,LiBeH3,72.8,1.1,1.0,2.824450042394673,1.0,1000.0,2.740921506242822,1.82,0.912,5.391719,4.0,7.895,1.05,2.577306580584112,0.8888421776741849,0.2163461538461538,59.6,0.6538501451061502,1848.0,-16.66876355,0.98,1.825,1560.0,96.0,0.8384665389563802,1.53,453.69,0.4406142805225802,85.0,11.42
mp-24817,LiBeH3,72.8,1.1,1.0,3.0795812747029103,1.0,1000.0,3.1309569859393807,1.82,0.912,5.391719,4.0,7.895,1.05,3.0244114301839318,0.8964425315700247,0.2163461538461538,59.6,0.7978412811284594,1848.0,-16.74618724,0.98,1.825,1560.0,96.0,0.8384665389563802,1.53,453.69,0.6877915186977147,85.0,11.42
mp-1079676,LiBeH3,72.8,1.1,1.0,2.5488100012945454,1.0,1000.0,2.473639704242155,1.82,0.912,5.391719,4.0,7.895,1.05,2.1845687126309663,0.7740202071603599,0.2163461538461538,59.6,0.4379477995688987,1848.0,-16.716792825000002,0.98,1.825,1560.0,96.0,0.8384665389563802,1.53,453.69,0.2671244823297083,85.0,11.42
mp-24342,LiBeH3,72.8,1.1,1.0,2.6220294377781146,1.0,1000.0,2.710318403302835,1.82,0.912,5.391719,4.0,7.895,1.05,2.444478296905021,0.8471343198656645,0.2163461538461538,59.6,0.6224919532302082,1848.0,-16.2257344625,0.98,1.825,1560.0,96.0,0.8384665389563802,1.53,453.69,0.6623073186996313,85.0,11.42
mp-977148,LiBeH3,72.8,1.1,1.0,2.892109773902265,1.0,1000.0,3.239715247850265,1.82,0.912,5.391719,4.0,7.895,1.05,3.0398253237534925,1.0180781543553932,0.2163461538461538,59.6,0.817668579113125,1848.0,-16.7212372416666,0.98,1.825,1560.0,96.0,0.8384665389563802,1.53,453.69,0.8148664380111365,85.0,11.42
mp-570218,LiBeH3,72.8,1.1,1.0,3.710958137870127,1.0,1000.0,3.5577721555394177,1.82,0.912,5.391719,4.0,7.895,1.05,3.3181445790608888,0.9924043897032436,0.2163461538461538,59.6,0.9110645220675886,1848.0,-16.7465730008334,0.98,1.825,1560.0,96.0,0.8384665389563802,1.53,453.69,0.9000823397470116,85.0,11.42
