Name,A_site,B_site,X_site,v_A,s_A,v_B,s_B,s_X,v_X
RbBeO3,Rb,Be,O,1.0,1.72,2.0,0.45,1.42,-2
SmBeO3,Sm,Be,O,,,2.0,0.45,1.42,-2
SrBeO3,Sr,Be,O,2.0,1.44,2.0,0.45,1.42,-2
TaBeO3,Ta,Be,O,,,2.0,0.45,1.42,-2
TbBeO3,Tb,Be,O,,,2.0,0.45,1.42,-2
ThBeO3,Th,Be,O,4.0,1.21,2.0,0.45,1.42,-2
TiBeO3,Ti,Be,O,,,2.0,0.45,1.42,-2
TmBeO3,Tm,Be,O,,,2.0,0.45,1.42,-2
UBeO3,U,Be,O,,,2.0,0.45,1.42,-2
YbBeO3,Yb,Be,O,,,2.0,0.45,1.42,-2
ZrBeO3,Zr,Be,O,4.0,0.89,2.0,0.45,1.42,-2
BaCaO3,Ba,Ca,O,2.0,1.61,2.0,1.34,1.42,-2
CsCaO3,Cs,Ca,O,1.0,1.88,2.0,1.34,1.42,-2
KCaO3,K,Ca,O,1.0,1.64,2.0,1.34,1.42,-2
LiCaO3,Li,Ca,O,1.0,0.92,2.0,1.34,1.42,-2
NaCaO3,Na,Ca,O,1.0,1.39,2.0,1.34,1.42,-2
RbCaO3,Rb,Ca,O,1.0,1.72,2.0,1.34,1.42,-2
SrCaO3,Sr,Ca,O,2.0,1.44,2.0,1.34,1.42,-2
BaCdO3,Ba,Cd,O,2.0,1.61,2.0,1.31,1.42,-2
BeCdO3,Be,Cd,O,2.0,0.45,2.0,1.31,1.42,-2
CeCdO3,Ce,Cd,O,,,2.0,1.31,1.42,-2
CsCdO3,Cs,Cd,O,1.0,1.88,2.0,1.31,1.42,-2
EuCdO3,Eu,Cd,O,,,2.0,1.31,1.42,-2
GdCdO3,Gd,Cd,O,3.0,1.107,2.0,1.31,1.42,-2
HfCdO3,Hf,Cd,O,4.0,0.83,2.0,1.31,1.42,-2
KCdO3,K,Cd,O,1.0,1.64,2.0,1.31,1.42,-2
LaCdO3,La,Cd,O,3.0,1.36,2.0,1.31,1.42,-2
LiCdO3,Li,Cd,O,1.0,0.92,2.0,1.31,1.42,-2
MnCdO3,Mn,Cd,O,,,2.0,1.31,1.42,-2
NaCdO3,Na,Cd,O,1.0,1.39,2.0,1.31,1.42,-2
RbCdO3,Rb,Cd,O,1.0,1.72,2.0,1.31,1.42,-2
TiCdO3,Ti,Cd,O,,,2.0,1.31,1.42,-2
VCdO3,V,Cd,O,,,2.0,1.31,1.42,-2
YbCdO3,Yb,Cd,O,,,2.0,1.31,1.42,-2
ZrCdO3,Zr,Cd,O,4.0,0.89,2.0,1.31,1.42,-2
BaCeO3,Ba,Ce,O,2.0,1.61,,,1.42,-2
CaCeO3,Ca,Ce,O,2.0,1.34,,,1.42,-2
LiCeO3,Li,Ce,O,1.0,0.92,,,1.42,-2
SrCeO3,Sr,Ce,O,2.0,1.44,,,1.42,-2
YbCeO3,Yb,Ce,O,,,,,1.42,-2
BaDyO3,Ba,Dy,O,2.0,1.61,,,1.42,-2
KDyO3,K,Dy,O,1.0,1.64,,,1.42,-2
LaDyO3,La,Dy,O,3.0,1.36,,,1.42,-2
LiDyO3,Li,Dy,O,1.0,0.92,,,1.42,-2
RbDyO3,Rb,Dy,O,1.0,1.72,,,1.42,-2
SmDyO3,Sm,Dy,O,,,,,1.42,-2
SrDyO3,Sr,Dy,O,2.0,1.44,,,1.42,-2
BaErO3,Ba,Er,O,2.0,1.61,,,1.42,-2
DyErO3,Dy,Er,O,,,,,1.42,-2
EuErO3,Eu,Er,O,,,,,1.42,-2
GdErO3,Gd,Er,O,3.0,1.107,,,1.42,-2
HoErO3,Ho,Er,O,3.0,1.12,,,1.42,-2
KErO3,K,Er,O,1.0,1.64,,,1.42,-2
LaErO3,La,Er,O,3.0,1.36,,,1.42,-2
LiErO3,Li,Er,O,1.0,0.92,,,1.42,-2
PmErO3,Pm,Er,O,3.0,1.144,,,1.42,-2
RbErO3,Rb,Er,O,1.0,1.72,,,1.42,-2
SmErO3,Sm,Er,O,,,,,1.42,-2
SrErO3,Sr,Er,O,2.0,1.44,,,1.42,-2
TbErO3,Tb,Er,O,,,,,1.42,-2
YErO3,Y,Er,O,3.0,1.075,,,1.42,-2
BaEuO3,Ba,Eu,O,2.0,1.61,3.0,1.062,1.42,-2
CsEuO3,Cs,Eu,O,1.0,1.88,3.0,1.062,1.42,-2
LiEuO3,Li,Eu,O,1.0,0.92,3.0,1.062,1.42,-2
PmEuO3,Pm,Eu,O,3.0,1.144,3.0,1.062,1.42,-2
SrEuO3,Sr,Eu,O,2.0,1.44,3.0,1.062,1.42,-2
YbEuO3,Yb,Eu,O,,,3.0,1.062,1.42,-2
BaHfO3,Ba,Hf,O,2.0,1.61,4.0,0.83,1.42,-2
CaHfO3,Ca,Hf,O,2.0,1.34,4.0,0.83,1.42,-2
EuHfO3,Eu,Hf,O,,,4.0,0.83,1.42,-2
KHfO3,K,Hf,O,1.0,1.64,4.0,0.83,1.42,-2
PrHfO3,Pr,Hf,O,,,4.0,0.83,1.42,-2
SrHfO3,Sr,Hf,O,2.0,1.44,4.0,0.83,1.42,-2
YbHfO3,Yb,Hf,O,,,4.0,0.83,1.42,-2
BaLiO3,Ba,Li,O,2.0,1.61,1.0,0.92,1.42,-2
KLiO3,K,Li,O,1.0,1.64,1.0,0.92,1.42,-2
NaLiO3,Na,Li,O,1.0,1.39,1.0,0.92,1.42,-2
RbLiO3,Rb,Li,O,1.0,1.72,1.0,0.92,1.42,-2
SrLiO3,Sr,Li,O,2.0,1.44,1.0,0.92,1.42,-2
BaNbO3,Ba,Nb,O,2.0,1.61,,,1.42,-2
CaNbO3,Ca,Nb,O,2.0,1.34,,,1.42,-2
CsNbO3,Cs,Nb,O,1.0,1.88,,,1.42,-2
EuNbO3,Eu,Nb,O,,,,,1.42,-2
KNbO3,K,Nb,O,1.0,1.64,,,1.42,-2
LiNbO3,Li,Nb,O,1.0,0.92,,,1.42,-2
NaNbO3,Na,Nb,O,1.0,1.39,,,1.42,-2
PrNbO3,Pr,Nb,O,,,,,1.42,-2
RbNbO3,Rb,Nb,O,1.0,1.72,,,1.42,-2
SrNbO3,Sr,Nb,O,2.0,1.44,,,1.42,-2
YbNbO3,Yb,Nb,O,,,,,1.42,-2
BaNdO3,Ba,Nd,O,2.0,1.61,,,1.42,-2
CsNdO3,Cs,Nd,O,1.0,1.88,,,1.42,-2
LiNdO3,Li,Nd,O,1.0,0.92,,,1.42,-2
SrNdO3,Sr,Nd,O,2.0,1.44,,,1.42,-2
YbNdO3,Yb,Nd,O,,,,,1.42,-2
BaNpO3,Ba,Np,O,2.0,1.61,,,1.42,-2
CsNpO3,Cs,Np,O,1.0,1.88,,,1.42,-2
EuNpO3,Eu,Np,O,,,,,1.42,-2
HfNpO3,Hf,Np,O,4.0,0.83,,,1.42,-2
KNpO3,K,Np,O,1.0,1.64,,,1.42,-2
LuNpO3,Lu,Np,O,3.0,1.032,,,1.42,-2
NdNpO3,Nd,Np,O,,,,,1.42,-2
RbNpO3,Rb,Np,O,1.0,1.72,,,1.42,-2
BaOsO3,Ba,Os,O,2.0,1.61,,,1.42,-2
BOsO3,B,Os,O,3.0,0.27,,,1.42,-2
BeOsO3,Be,Os,O,2.0,0.45,,,1.42,-2
CaOsO3,Ca,Os,O,2.0,1.34,,,1.42,-2
CdOsO3,Cd,Os,O,2.0,1.31,,,1.42,-2
CsOsO3,Cs,Os,O,1.0,1.88,,,1.42,-2
EuOsO3,Eu,Os,O,,,,,1.42,-2
InOsO3,In,Os,O,3.0,0.92,,,1.42,-2
KOsO3,K,Os,O,1.0,1.64,,,1.42,-2
LiOsO3,Li,Os,O,1.0,0.92,,,1.42,-2
MgOsO3,Mg,Os,O,2.0,0.89,,,1.42,-2
NaOsO3,Na,Os,O,1.0,1.39,,,1.42,-2
NpOsO3,Np,Os,O,,,,,1.42,-2
PaOsO3,Pa,Os,O,,,,,1.42,-2
RbOsO3,Rb,Os,O,1.0,1.72,,,1.42,-2
SrOsO3,Sr,Os,O,2.0,1.44,,,1.42,-2
TbOsO3,Tb,Os,O,,,,,1.42,-2
VOsO3,V,Os,O,,,,,1.42,-2
YOsO3,Y,Os,O,3.0,1.075,,,1.42,-2
ZnOsO3,Zn,Os,O,2.0,0.9,,,1.42,-2
ZrOsO3,Zr,Os,O,4.0,0.89,,,1.42,-2
BaPaO3,Ba,Pa,O,2.0,1.61,,,1.42,-2
CsPaO3,Cs,Pa,O,1.0,1.88,,,1.42,-2
DyPaO3,Dy,Pa,O,,,,,1.42,-2
KPaO3,K,Pa,O,1.0,1.64,,,1.42,-2
LiPaO3,Li,Pa,O,1.0,0.92,,,1.42,-2
NaPaO3,Na,Pa,O,1.0,1.39,,,1.42,-2
RbPaO3,Rb,Pa,O,1.0,1.72,,,1.42,-2
BaPrO3,Ba,Pr,O,2.0,1.61,,,1.42,-2
CaPrO3,Ca,Pr,O,2.0,1.34,,,1.42,-2
CsPrO3,Cs,Pr,O,1.0,1.88,,,1.42,-2
LiPrO3,Li,Pr,O,1.0,0.92,,,1.42,-2
SrPrO3,Sr,Pr,O,2.0,1.44,,,1.42,-2
YbPrO3,Yb,Pr,O,,,,,1.42,-2
BaPtO3,Ba,Pt,O,2.0,1.61,,,1.42,-2
BPtO3,B,Pt,O,3.0,0.27,,,1.42,-2
BePtO3,Be,Pt,O,2.0,0.45,,,1.42,-2
BiPtO3,Bi,Pt,O,,,,,1.42,-2
CaPtO3,Ca,Pt,O,2.0,1.34,,,1.42,-2
EuPtO3,Eu,Pt,O,,,,,1.42,-2
InPtO3,In,Pt,O,3.0,0.92,,,1.42,-2
KPtO3,K,Pt,O,1.0,1.64,,,1.42,-2
LaPtO3,La,Pt,O,3.0,1.36,,,1.42,-2
NiPtO3,Ni,Pt,O,,,,,1.42,-2
PuPtO3,Pu,Pt,O,,,,,1.42,-2
RbPtO3,Rb,Pt,O,1.0,1.72,,,1.42,-2
SrPtO3,Sr,Pt,O,2.0,1.44,,,1.42,-2
VPtO3,V,Pt,O,,,,,1.42,-2
YbPtO3,Yb,Pt,O,,,,,1.42,-2
BaPuO3,Ba,Pu,O,2.0,1.61,,,1.42,-2
CePuO3,Ce,Pu,O,,,,,1.42,-2
CsPuO3,Cs,Pu,O,1.0,1.88,,,1.42,-2
KPuO3,K,Pu,O,1.0,1.64,,,1.42,-2
NaPuO3,Na,Pu,O,1.0,1.39,,,1.42,-2
RbPuO3,Rb,Pu,O,1.0,1.72,,,1.42,-2
SmPuO3,Sm,Pu,O,,,,,1.42,-2
SrPuO3,Sr,Pu,O,2.0,1.44,,,1.42,-2
YbPuO3,Yb,Pu,O,,,,,1.42,-2
BaReO3,Ba,Re,O,2.0,1.61,,,1.42,-2
BeReO3,Be,Re,O,2.0,0.45,,,1.42,-2
EuReO3,Eu,Re,O,,,,,1.42,-2
KReO3,K,Re,O,1.0,1.64,,,1.42,-2
LiReO3,Li,Re,O,1.0,0.92,,,1.42,-2
LuReO3,Lu,Re,O,3.0,1.032,,,1.42,-2
MgReO3,Mg,Re,O,2.0,0.89,,,1.42,-2
NaReO3,Na,Re,O,1.0,1.39,,,1.42,-2
NdReO3,Nd,Re,O,,,,,1.42,-2
RbReO3,Rb,Re,O,1.0,1.72,,,1.42,-2
SrReO3,Sr,Re,O,2.0,1.44,,,1.42,-2
ThReO3,Th,Re,O,4.0,1.21,,,1.42,-2
UReO3,U,Re,O,,,,,1.42,-2
YbReO3,Yb,Re,O,,,,,1.42,-2
BaSeO3,Ba,Se,O,2.0,1.61,,,1.42,-2
CaSeO3,Ca,Se,O,2.0,1.34,,,1.42,-2
CdSeO3,Cd,Se,O,2.0,1.31,,,1.42,-2
CoSeO3,Co,Se,O,,,,,1.42,-2
CuSeO3,Cu,Se,O,,,,,1.42,-2
DySeO3,Dy,Se,O,,,,,1.42,-2
EuSeO3,Eu,Se,O,,,,,1.42,-2
LiSeO3,Li,Se,O,1.0,0.92,,,1.42,-2
LuSeO3,Lu,Se,O,3.0,1.032,,,1.42,-2
MgSeO3,Mg,Se,O,2.0,0.89,,,1.42,-2
MnSeO3,Mn,Se,O,,,,,1.42,-2
NaSeO3,Na,Se,O,1.0,1.39,,,1.42,-2
NiSeO3,Ni,Se,O,,,,,1.42,-2
PbSeO3,Pb,Se,O,,,,,1.42,-2
PdSeO3,Pd,Se,O,,,,,1.42,-2
RbSeO3,Rb,Se,O,1.0,1.72,,,1.42,-2
SrSeO3,Sr,Se,O,2.0,1.44,,,1.42,-2
TmSeO3,Tm,Se,O,,,,,1.42,-2
YSeO3,Y,Se,O,3.0,1.075,,,1.42,-2
ZnSeO3,Zn,Se,O,2.0,0.9,,,1.42,-2
BaTaO3,Ba,Ta,O,2.0,1.61,,,1.42,-2
CeTaO3,Ce,Ta,O,,,,,1.42,-2
CsTaO3,Cs,Ta,O,1.0,1.88,,,1.42,-2
ErTaO3,Er,Ta,O,3.0,1.062,,,1.42,-2
KTaO3,K,Ta,O,1.0,1.64,,,1.42,-2
LaTaO3,La,Ta,O,3.0,1.36,,,1.42,-2
LiTaO3,Li,Ta,O,1.0,0.92,,,1.42,-2
NaTaO3,Na,Ta,O,1.0,1.39,,,1.42,-2
NdTaO3,Nd,Ta,O,,,,,1.42,-2
NpTaO3,Np,Ta,O,,,,,1.42,-2
PaTaO3,Pa,Ta,O,,,,,1.42,-2
RbTaO3,Rb,Ta,O,1.0,1.72,,,1.42,-2
SrTaO3,Sr,Ta,O,2.0,1.44,,,1.42,-2
YbTaO3,Yb,Ta,O,,,,,1.42,-2
BaTbO3,Ba,Tb,O,2.0,1.61,,,1.42,-2
CsTbO3,Cs,Tb,O,1.0,1.88,,,1.42,-2
KTbO3,K,Tb,O,1.0,1.64,,,1.42,-2
RbTbO3,Rb,Tb,O,1.0,1.72,,,1.42,-2
SrTbO3,Sr,Tb,O,2.0,1.44,,,1.42,-2
BaTcO3,Ba,Tc,O,2.0,1.61,,,1.42,-2
CaTcO3,Ca,Tc,O,2.0,1.34,,,1.42,-2
CdTcO3,Cd,Tc,O,2.0,1.31,,,1.42,-2
CrTcO3,Cr,Tc,O,,,,,1.42,-2
EuTcO3,Eu,Tc,O,,,,,1.42,-2
KTcO3,K,Tc,O,1.0,1.64,,,1.42,-2
LiTcO3,Li,Tc,O,1.0,0.92,,,1.42,-2
NaTcO3,Na,Tc,O,1.0,1.39,,,1.42,-2
NpTcO3,Np,Tc,O,,,,,1.42,-2
SrTcO3,Sr,Tc,O,2.0,1.44,,,1.42,-2
TlTcO3,Tl,Tc,O,,,,,1.42,-2
UTcO3,U,Tc,O,,,,,1.42,-2
YbTcO3,Yb,Tc,O,,,,,1.42,-2
BaThO3,Ba,Th,O,2.0,1.61,4.0,1.21,1.42,-2
CsThO3,Cs,Th,O,1.0,1.88,4.0,1.21,1.42,-2
GdThO3,Gd,Th,O,3.0,1.107,4.0,1.21,1.42,-2
HfThO3,Hf,Th,O,4.0,0.83,4.0,1.21,1.42,-2
BaTmO3,Ba,Tm,O,2.0,1.61,,,1.42,-2
CaTmO3,Ca,Tm,O,2.0,1.34,,,1.42,-2
CeTmO3,Ce,Tm,O,,,,,1.42,-2
DyTmO3,Dy,Tm,O,,,,,1.42,-2
EuTmO3,Eu,Tm,O,,,,,1.42,-2
GdTmO3,Gd,Tm,O,3.0,1.107,,,1.42,-2
HoTmO3,Ho,Tm,O,3.0,1.12,,,1.42,-2
KTmO3,K,Tm,O,1.0,1.64,,,1.42,-2
LaTmO3,La,Tm,O,3.0,1.36,,,1.42,-2
LiTmO3,Li,Tm,O,1.0,0.92,,,1.42,-2
RbTmO3,Rb,Tm,O,1.0,1.72,,,1.42,-2
SmTmO3,Sm,Tm,O,,,,,1.42,-2
SrTmO3,Sr,Tm,O,2.0,1.44,,,1.42,-2
TbTmO3,Tb,Tm,O,,,,,1.42,-2
YTmO3,Y,Tm,O,3.0,1.075,,,1.42,-2
YbTmO3,Yb,Tm,O,,,,,1.42,-2
BaUO3,Ba,U,O,2.0,1.61,,,1.42,-2
CsUO3,Cs,U,O,1.0,1.88,,,1.42,-2
EuUO3,Eu,U,O,,,,,1.42,-2
KUO3,K,U,O,1.0,1.64,,,1.42,-2
LiUO3,Li,U,O,1.0,0.92,,,1.42,-2
LuUO3,Lu,U,O,3.0,1.032,,,1.42,-2
MgUO3,Mg,U,O,2.0,0.89,,,1.42,-2
NaUO3,Na,U,O,1.0,1.39,,,1.42,-2
RbUO3,Rb,U,O,1.0,1.72,,,1.42,-2
BaYbO3,Ba,Yb,O,2.0,1.61,,,1.42,-2
CsYbO3,Cs,Yb,O,1.0,1.88,,,1.42,-2
KYbO3,K,Yb,O,1.0,1.64,,,1.42,-2
LaYbO3,La,Yb,O,3.0,1.36,,,1.42,-2
LiYbO3,Li,Yb,O,1.0,0.92,,,1.42,-2
NaYbO3,Na,Yb,O,1.0,1.39,,,1.42,-2
RbYbO3,Rb,Yb,O,1.0,1.72,,,1.42,-2
SrYbO3,Sr,Yb,O,2.0,1.44,,,1.42,-2
BaZnO3,Ba,Zn,O,2.0,1.61,2.0,0.9,1.42,-2
BeZnO3,Be,Zn,O,2.0,0.45,2.0,0.9,1.42,-2
CaZnO3,Ca,Zn,O,2.0,1.34,2.0,0.9,1.42,-2
ErZnO3,Er,Zn,O,3.0,1.062,2.0,0.9,1.42,-2
HfZnO3,Hf,Zn,O,4.0,0.83,2.0,0.9,1.42,-2
KZnO3,K,Zn,O,1.0,1.64,2.0,0.9,1.42,-2
LaZnO3,La,Zn,O,3.0,1.36,2.0,0.9,1.42,-2
MgZnO3,Mg,Zn,O,2.0,0.89,2.0,0.9,1.42,-2
MnZnO3,Mn,Zn,O,,,2.0,0.9,1.42,-2
NaZnO3,Na,Zn,O,1.0,1.39,2.0,0.9,1.42,-2
RbZnO3,Rb,Zn,O,1.0,1.72,2.0,0.9,1.42,-2
SrZnO3,Sr,Zn,O,2.0,1.44,2.0,0.9,1.42,-2
TiZnO3,Ti,Zn,O,,,2.0,0.9,1.42,-2
VZnO3,V,Zn,O,,,2.0,0.9,1.42,-2
YbZnO3,Yb,Zn,O,,,2.0,0.9,1.42,-2
ZrZnO3,Zr,Zn,O,4.0,0.89,2.0,0.9,1.42,-2
BaZrO3,Ba,Zr,O,2.0,1.61,4.0,0.89,1.42,-2
CaZrO3,Ca,Zr,O,2.0,1.34,4.0,0.89,1.42,-2
EuZrO3,Eu,Zr,O,,,4.0,0.89,1.42,-2
GdZrO3,Gd,Zr,O,3.0,1.107,4.0,0.89,1.42,-2
KZrO3,K,Zr,O,1.0,1.64,4.0,0.89,1.42,-2
LaZrO3,La,Zr,O,3.0,1.36,4.0,0.89,1.42,-2
MgZrO3,Mg,Zr,O,2.0,0.89,4.0,0.89,1.42,-2
NdZrO3,Nd,Zr,O,,,4.0,0.89,1.42,-2
SrZrO3,Sr,Zr,O,2.0,1.44,4.0,0.89,1.42,-2
YZrO3,Y,Zr,O,3.0,1.075,4.0,0.89,1.42,-2
CaHoO3,Ca,Ho,O,2.0,1.34,3.0,1.12,1.42,-2
DyHoO3,Dy,Ho,O,,,3.0,1.12,1.42,-2
KHoO3,K,Ho,O,1.0,1.64,3.0,1.12,1.42,-2
LaHoO3,La,Ho,O,3.0,1.36,3.0,1.12,1.42,-2
LiHoO3,Li,Ho,O,1.0,0.92,3.0,1.12,1.42,-2
RbHoO3,Rb,Ho,O,1.0,1.72,3.0,1.12,1.42,-2
SmHoO3,Sm,Ho,O,,,3.0,1.12,1.42,-2
SrHoO3,Sr,Ho,O,2.0,1.44,3.0,1.12,1.42,-2
TbHoO3,Tb,Ho,O,,,3.0,1.12,1.42,-2
YHoO3,Y,Ho,O,3.0,1.075,3.0,1.12,1.42,-2
CaLaO3,Ca,La,O,2.0,1.34,3.0,1.36,1.42,-2
CsLaO3,Cs,La,O,1.0,1.88,3.0,1.36,1.42,-2
LiLaO3,Li,La,O,1.0,0.92,3.0,1.36,1.42,-2
CaYO3,Ca,Y,O,2.0,1.34,3.0,1.075,1.42,-2
DyYO3,Dy,Y,O,,,3.0,1.075,1.42,-2
KYO3,K,Y,O,1.0,1.64,3.0,1.075,1.42,-2
LaYO3,La,Y,O,3.0,1.36,3.0,1.075,1.42,-2
LiYO3,Li,Y,O,1.0,0.92,3.0,1.075,1.42,-2
RbYO3,Rb,Y,O,1.0,1.72,3.0,1.075,1.42,-2
SmYO3,Sm,Y,O,,,3.0,1.075,1.42,-2
CeLuO3,Ce,Lu,O,,,3.0,1.032,1.42,-2
DyLuO3,Dy,Lu,O,,,3.0,1.032,1.42,-2
ErLuO3,Er,Lu,O,3.0,1.062,3.0,1.032,1.42,-2
EuLuO3,Eu,Lu,O,,,3.0,1.032,1.42,-2
GdLuO3,Gd,Lu,O,3.0,1.107,3.0,1.032,1.42,-2
HoLuO3,Ho,Lu,O,3.0,1.12,3.0,1.032,1.42,-2
KLuO3,K,Lu,O,1.0,1.64,3.0,1.032,1.42,-2
LaLuO3,La,Lu,O,3.0,1.36,3.0,1.032,1.42,-2
LiLuO3,Li,Lu,O,1.0,0.92,3.0,1.032,1.42,-2
NdLuO3,Nd,Lu,O,,,3.0,1.032,1.42,-2
PrLuO3,Pr,Lu,O,,,3.0,1.032,1.42,-2
SmLuO3,Sm,Lu,O,,,3.0,1.032,1.42,-2
TbLuO3,Tb,Lu,O,,,3.0,1.032,1.42,-2
YLuO3,Y,Lu,O,3.0,1.075,3.0,1.032,1.42,-2
CsAcO3,Cs,Ac,O,1.0,1.88,3.0,1.12,1.42,-2
KAcO3,K,Ac,O,1.0,1.64,3.0,1.12,1.42,-2
LiAcO3,Li,Ac,O,1.0,0.92,3.0,1.12,1.42,-2
RbAcO3,Rb,Ac,O,1.0,1.72,3.0,1.12,1.42,-2
CsBaO3,Cs,Ba,O,1.0,1.88,2.0,1.61,1.42,-2
KBaO3,K,Ba,O,1.0,1.64,2.0,1.61,1.42,-2
RbBaO3,Rb,Ba,O,1.0,1.72,2.0,1.61,1.42,-2
CsGdO3,Cs,Gd,O,1.0,1.88,3.0,1.107,1.42,-2
KGdO3,K,Gd,O,1.0,1.64,3.0,1.107,1.42,-2
LiGdO3,Li,Gd,O,1.0,0.92,3.0,1.107,1.42,-2
RbGdO3,Rb,Gd,O,1.0,1.72,3.0,1.107,1.42,-2
TbGdO3,Tb,Gd,O,,,3.0,1.107,1.42,-2
CsKO3,Cs,K,O,1.0,1.88,1.0,1.64,1.42,-2
CsNaO3,Cs,Na,O,1.0,1.88,1.0,1.39,1.42,-2
KNaO3,K,Na,O,1.0,1.64,1.0,1.39,1.42,-2
RbNaO3,Rb,Na,O,1.0,1.72,1.0,1.39,1.42,-2
CsRbO3,Cs,Rb,O,1.0,1.88,1.0,1.72,1.42,-2
KRbO3,K,Rb,O,1.0,1.64,1.0,1.72,1.42,-2
CsSmO3,Cs,Sm,O,1.0,1.88,,,1.42,-2
LaSmO3,La,Sm,O,3.0,1.36,,,1.42,-2
LiSmO3,Li,Sm,O,1.0,0.92,,,1.42,-2
RbSmO3,Rb,Sm,O,1.0,1.72,,,1.42,-2
TbSmO3,Tb,Sm,O,,,,,1.42,-2
YbSmO3,Yb,Sm,O,,,,,1.42,-2
CsSrO3,Cs,Sr,O,1.0,1.88,2.0,1.44,1.42,-2
KSrO3,K,Sr,O,1.0,1.64,2.0,1.44,1.42,-2
NaSrO3,Na,Sr,O,1.0,1.39,2.0,1.44,1.42,-2
RbSrO3,Rb,Sr,O,1.0,1.72,2.0,1.44,1.42,-2
LiPmO3,Li,Pm,O,1.0,0.92,3.0,1.144,1.42,-2
KAlH3,K,Al,H,1.0,1.64,3.0,0.535,2.08,-1
SrAlH3,Sr,Al,H,2.0,1.44,3.0,0.535,2.08,-1
KCuH3,K,Cu,H,1.0,1.64,,,2.08,-1
CsMgH3,Cs,Mg,H,1.0,1.88,2.0,0.89,2.08,-1
KMgH3,K,Mg,H,1.0,1.64,2.0,0.89,2.08,-1
LiMgH3,Li,Mg,H,1.0,0.92,2.0,0.89,2.08,-1
NaMgH3,Na,Mg,H,1.0,1.39,2.0,0.89,2.08,-1
RbMgH3,Rb,Mg,H,1.0,1.72,2.0,0.89,2.08,-1
CaNiH3,Ca,Ni,H,2.0,1.34,,,2.08,-1
MgNiH3,Mg,Ni,H,2.0,0.89,,,2.08,-1
YbNiH3,Yb,Ni,H,,,,,2.08,-1
ZrNiH3,Zr,Ni,H,4.0,0.89,,,2.08,-1
CaPdH3,Ca,Pd,H,2.0,1.34,,,2.08,-1
EuPdH3,Eu,Pd,H,,,,,2.08,-1
SrPdH3,Sr,Pd,H,2.0,1.44,,,2.08,-1
YbPdH3,Yb,Pd,H,,,,,2.08,-1
KSiH3,K,Si,H,1.0,1.64,4.0,0.4,2.08,-1
CBrH3,C,Br,H,4.0,0.16,,,2.08,-1
CClH3,C,Cl,H,4.0,0.16,,,2.08,-1
GeClH3,Ge,Cl,H,,,,,2.08,-1
CIH3,C,I,H,4.0,0.16,,,2.08,-1
ZrCoH3,Zr,Co,H,4.0,0.89,,,2.08,-1
RbInH3,Rb,In,H,1.0,1.72,3.0,0.92,2.08,-1
CSH3,C,S,H,4.0,0.16,,,2.08,-1
CsBeH3,Cs,Be,H,1.0,1.88,2.0,0.45,2.08,-1
KBeH3,K,Be,H,1.0,1.64,2.0,0.45,2.08,-1
LiBeH3,Li,Be,H,1.0,0.92,2.0,0.45,2.08,-1
NaBeH3,Na,Be,H,1.0,1.39,2.0,0.45,2.08,-1
RbBeH3,Rb,Be,H,1.0,1.72,2.0,0.45,2.08,-1
CsCaH3,Cs,Ca,H,1.0,1.88,2.0,1.34,2.08,-1
KCaH3,K,Ca,H,1.0,1.64,2.0,1.34,2.08,-1
LiCaH3,Li,Ca,H,1.0,0.92,2.0,1.34,2.08,-1
NaCaH3,Na,Ca,H,1.0,1.39,2.0,1.34,2.08,-1
RbCaH3,Rb,Ca,H,1.0,1.72,2.0,1.34,2.08,-1
LiEuH3,Li,Eu,H,1.0,0.92,3.0,1.062,2.08,-1
BaLiH3,Ba,Li,H,2.0,1.61,1.0,0.92,2.08,-1
SrLiH3,Sr,Li,H,2.0,1.44,1.0,0.92,2.08,-1
CSeH3,C,Se,H,4.0,0.16,,,2.08,-1
CsTmH3,Cs,Tm,H,1.0,1.88,,,2.08,-1
CsYbH3,Cs,Yb,H,1.0,1.88,,,2.08,-1
CeBS3,Ce,B,S,,,3.0,0.27,1.84,-2
NdBS3,Nd,B,S,,,3.0,0.27,1.84,-2
PrBS3,Pr,B,S,,,3.0,0.27,1.84,-2
RbBS3,Rb,B,S,1.0,1.72,3.0,0.27,1.84,-2
SmBS3,Sm,B,S,,,3.0,0.27,1.84,-2
TbBS3,Tb,B,S,,,3.0,0.27,1.84,-2
TlBS3,Tl,B,S,,,3.0,0.27,1.84,-2
CeCrS3,Ce,Cr,S,,,,,1.84,-2
DyCrS3,Dy,Cr,S,,,,,1.84,-2
LaCrS3,La,Cr,S,3.0,1.36,,,1.84,-2
NdCrS3,Nd,Cr,S,,,,,1.84,-2
SmCrS3,Sm,Cr,S,,,,,1.84,-2
ThCrS3,Th,Cr,S,4.0,1.21,,,1.84,-2
UCrS3,U,Cr,S,,,,,1.84,-2
KCuS3,K,Cu,S,1.0,1.64,,,1.84,-2
RbCuS3,Rb,Cu,S,1.0,1.72,,,1.84,-2
TaCuS3,Ta,Cu,S,,,,,1.84,-2
UFeS3,U,Fe,S,,,,,1.84,-2
CsGaS3,Cs,Ga,S,1.0,1.88,3.0,0.62,1.84,-2
InGaS3,In,Ga,S,3.0,0.92,3.0,0.62,1.84,-2
LaGaS3,La,Ga,S,3.0,1.36,3.0,0.62,1.84,-2
CeMgS3,Ce,Mg,S,,,2.0,0.89,1.84,-2
